Frame 60: CHEST_TILE_VALUE positions:
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 360: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 420: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 480: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 540: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 600: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 660: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 720: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 780: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 840: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 900: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 960: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1020: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1080: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1140: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1200: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1260: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1320: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1380: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
  Chest at (284, 260)
  Chest at (284, 265)
  Chest at (285, 160)
  Chest at (285, 185)
  Chest at (293, 259)
  Chest at (302, 38)
  Chest at (304, 91)
  Chest at (314, 85)
  Chest at (322, 79)
  Chest at (329, 48)
  Chest at (344, 210)
  Chest at (346, 211)
  Chest at (352, 202)
  Chest at (375, 260)
  Chest at (387, 256)
  Chest at (396, 212)
  Chest at (403, 185)
  Chest at (403, 210)
  Chest at (407, 180)
  Chest at (407, 189)
  Chest at (415, 218)
  Chest at (434, 35)
  Chest at (463, 44)
  Chest at (464, 35)
  Chest at (464, 135)
Total chests: 57

Frame 1440: CHEST_TILE_VALUE positions:
  Chest at (8, 135)
  Chest at (13, 160)
  Chest at (14, 135)
  Chest at (18, 136)
  Chest at (40, 263)
  Chest at (42, 19)
  Chest at (43, 10)
  Chest at (43, 260)
  Chest at (44, 185)
  Chest at (46, 183)
  Chest at (74, 143)
  Chest at (75, 260)
  Chest at (89, 148)
  Chest at (93, 148)
  Chest at (94, 10)
  Chest at (104, 10)
  Chest at (116, 5)
  Chest at (133, 10)
  Chest at (187, 127)
  Chest at (193, 135)
  Chest at (195, 138)
  Chest at (252, 183)
  Chest at (253, 60)
  Chest at (253, 160)
  Chest at (255, 35)
  Chest at (255, 185)
  Chest at (257, 35)
  Chest at (259, 61)
  Chest at (276, 191)
  Chest at (280, 185)
  Chest at (283, 85)
  Chest at (284, 166)
